close,﻿"닫기"
Canceled,﻿"취소 되었습니다"
"As low as",﻿"작거나"
"Regular Price",﻿"보통 가격"
"Buy %1 with %2 discount each",﻿"%1에서 %2의 할인에 구입"
"Go back to product details",﻿"상품 상세로 돌아가기"
"Customize and Add to Cart",﻿"주문을 하 고 장바구니에 추가"
"Your Customization",﻿"당신의 사용자"
Summary,﻿"이용 후기 제목"
"%1 x %2",﻿"%1 x %2"
Availability:,﻿"재고 상황:"
"Customize %1",﻿"%1 사용자 정의"
"No options of this product are available.",﻿"사용할 수 있는 옵션이 없습니다."
"Gift Message",﻿"선물 메시지"
From:,﻿"시작:"
To:,﻿"종료:"
Message:,﻿"메시지:"
Subtotal,﻿"부분합"
"Discount Amount",﻿"할인 가격"
"Row Total",﻿"부분합"
"Qty Invoiced",﻿"주문 받는 개수"
"Qty Shipped",﻿"배송 받을 수"
"Add Products to New Option",﻿"새로운 옵션 상품 추가"
"Add Products to Option ""%1""",﻿"옵션 ""%1"" 상품 추가"
"Add Selected Products",﻿"선택한 상품을 추가"
"Web Site",﻿"웹사이트"
Status,﻿"상태"
Catalog,﻿"카탈로그"
Actions,﻿"동작"
Websites,﻿"웹사이트"
"Attribute Set",﻿"속성 집합"
"Could not rebuild index for undefined product",﻿"정의 되지 않은 제품이 있으므로 인덱스를 다시 작성할 수 없습니다."
"Could not rebuild index for empty products array",﻿"빈 제품 배열 수 있으므로 인덱스를 다시 작성할 수 없습니다."
"Catalog Price Rules",﻿"카탈로그 가격 규칙과"
"Add New Rule",﻿"신규 쿠폰 추가"
"Apply Rules",﻿"규칙 적용"
"Save and Apply",﻿"저장 및 적용"
"Edit Rule '%1'",﻿"규칙 편집 '%1'"
"New Rule",﻿"새 규칙"
"Rule Information",﻿"쿠폰 정보"
"Update Prices Using the Following Information",﻿"아래 정보에 따라 가격을 업데이트"
"By Percentage of the Original Price",﻿"원래 가격에 지정한 할인율 할인"
"By Fixed Amount",﻿"특정 금액을 할인"
"To Percentage of the Original Price",﻿"원래 가격을 지정한 할인율 가격 할인"
"To Fixed Amount",﻿"지정 금액에 할인"
"Enable Discount to Subproducts",﻿"자식 상품에 대 한 할인 혜택을 부여 하는"
"Stop Further Rules Processing",﻿"다른 쿠폰을 적용 하지 않는다"
"Conditions (leave blank for all products)",﻿"상태 (모든 상품에는 공백)"
"General Information",﻿"종합 정보"
"Rule Name",﻿"쿠폰 이름"
Description,﻿"개요"
Active,﻿"활성"
Inactive,﻿"비활성"
"Customer Groups",﻿"고객 그룹"
Priority,﻿"우선 순위"
"Catalog Price Rule",﻿"카탈로그 가격 규칙과"
Promotions,﻿"프로 모션"
"There are rules that have been changed but were not applied. Please, click Apply Rules in order to see immediate effect in the catalog.","규칙은 변경 되었지만 적용 되지 않은 것입니다. 카탈로그에 즉시 결과를 반영 하고자 하는 경우 규칙을 적용 하십시오."
"Unable to apply rules.",﻿"규칙을 적용할 수 없습니다."
"The rule has been deleted.",﻿"쿠폰을 삭제 했습니다."
"We can't delete this rule right now. Please review the log and try again.",﻿"현재이 규칙을 제거할 수 없습니다. 로그를 다시 확인 하 여 보세요."
"Unable to find a rule to delete.",﻿"제거 하는 쿠폰을 찾을 수 없습니다."
"This rule no longer exists.",﻿"이 규칙은 존재 하지 않습니다."
"New Catalog Price Rule",﻿"새 카탈로그 가격 규칙과"
"Edit Rule",﻿"규칙 편집"
"Wrong rule specified.",﻿"잘못 된 쿠폰으로 지정 되었습니다."
"The rule has been saved.",﻿"쿠폰을 저장 했습니다."
"An error occurred while saving the rule data. Please review the log and try again.",﻿"규칙을 저장 하는 동안 오류가 발생 했습니다. 로그를 확인 하 고 다시 시도 하십시오."
Promo,﻿"프로 모션"
"Update the Product",﻿"상품 업데이트"
"Rule price",﻿"가격인 하"
"To Fixed Value",﻿"고정 값"
"To Percentage",﻿"비율"
"By Fixed value",﻿"고정 값"
"By Percentage",﻿"고정 비율"
"Update product's %1 %2: %3",﻿"상품의 %1 %2: %3 업데이트"
"Conditions Combination",﻿"조건의 조합"
"Product Attribute",﻿"상품 속성"
"Updated rules applied.",﻿"업데이트 된 규칙을 적용 했습니다."
"%1 Catalog Price Rules based on ""%2"" attribute have been disabled.",﻿""%2""속성에 근거 하는 %1 카탈로그 가격 규칙과 비활성화 했습니다. "
Start,﻿"시작"
Rule,﻿"쿠폰 이름"
End,﻿"종료"
"Catalog Rule Product",﻿"카탈로그 규칙 상품"
"Indexed rule/product association",﻿"인덱스 된 규칙/상품 군집"
"Catalog Product Rule",﻿"카탈로그 상품 규칙"
"Indexed product/rule association",﻿"인덱스 된 상품/규칙 군집"
Total,﻿"합계"
Tax,﻿"세금"
"All Websites",﻿"전체 웹사이트"
Website,﻿"웹사이트"
"Excl. Tax",﻿"세금 별도"
"Incl. Tax",﻿"세금 포함"
"Add Tax",﻿"세금을 추가"
"Delete Tax",﻿"세금 제거"
FPT,﻿"FPT"
"$attributes must be an array",﻿"$Attributes는 배열 이어야 합니다"
"We found a duplicate of website, country and state fields for a fixed product tax","웹사이트, 국가, 지방 조정 상품 세금 필드 중복을 발견 했습니다."
"Including FPT only",﻿"FPT 이용권 가격만"
"Including FPT and FPT description",﻿"FPT 입장 및 FPT 개요"
"Excluding FPT, FPT description, final price","FPT 별도 가격, FPT 개요, 총액"
"Excluding FPT",﻿"상품 정액 세금 제외"
"Fixed Product Tax",﻿"제품 고정 세금"
"Total incl. tax",﻿"세금 포함 총"
Country/State,﻿"시/도"
"Final Price",﻿"최종 가격"
"Fixed Product Taxes",﻿"제품 고정 세금"
"Enable FPT",﻿"FPT 사용"
"Display Prices In Product Lists",﻿"상품 목록에 FPT 금액 표시"
"Display Prices On Product View Page",﻿"상품 화면에서 FPT 금액 표시"
"Display Prices In Sales Modules",﻿"Sales 모듈 FPT 금액 표시"
"Display Prices In Emails",﻿"메일에 FPT 금액을 기재 한다"
"Apply Tax To FPT",﻿"FPT에 세금을 적용"
"Include FPT In Subtotal",﻿"부분합 FPT 포함"
"Create Permanent Redirect for old URL",﻿"오래 된 URL에 대 한 영구적인 리디렉션을 만들"
"Category URL Suffix",﻿"범주의 URL 확장명"
"You need to refresh the cache.",﻿"Cache를 업데이트 해야 합니다"
"Product URL Suffix",﻿"상품 URL 확장명"
"Use Categories Path for Product URLs",﻿"상품 URL 범주 경로 사용"
"Create Permanent Redirect for URLs if URL Key Changed",﻿"URL이 변경 되 면 영구 리디렉션 설정 만들기"
Email,﻿"E 메일"
Submit,﻿"전송"
"Phone Number",﻿"전화 번호"
"Thanks for contacting us with your comments and questions. We'll respond to you very soon.",﻿"문의 주셔서 감사 합니다. 빨리 답장을 해 드릴 것입니다."
"We can't process your request right now. Sorry, that's all we know.","현재 요청에 대 한 답변 수 없습니다. 죄송 합니다."
"Write Us",﻿"연락 주시기 바랍니다"
"Jot us a note and we’ll get back to you as quickly as possible.",﻿"문의 주시면 최대한 빨리 답변 드리겠습니다."
"What’s on your mind?",﻿"무엇을 도와 드릴까요?"
Contacts,﻿"콘택트"
"Contact Us",﻿"문의"
"Enable Contact Us",﻿"문의 사용"
"Email Options",﻿"Email 옵션"
"Send Emails To",﻿"Email을 다음 주소로 발송"
Disable,﻿"사용 안 함"
Enable,﻿"사용"
"Custom Design",﻿"사용자 정의 디자인"
"Block Information",﻿"블록 정보"
Disabled,﻿"사용 안 함"
Home,﻿"홈"
"Store View",﻿"상점 보기"
"Browse Files...",﻿"파일 선택 ..."
"Go to Home Page",﻿"홈페이지에"
"A total of %1 record(s) have been deleted.",﻿"총 %1 레코드가 삭제 되었습니다."
px.,﻿"픽셀"
"Collapse All",﻿"모두 축소"
"Expand All",﻿"모두 확장 하기"
Content,﻿"콘텐츠"
"Static Blocks",﻿"정적 블록"
"Add New Block",﻿"새 블록 추가"
"Save Block",﻿"저장"
"Delete Block",﻿"블록 삭제"
"Edit Block '%1'",﻿"블록 편집 '%1'"
"New Block",﻿"새 블록"
"Block Title",﻿"블록 제목"
Identifier,﻿"식별자"
"Manage Pages",﻿"페이지 관리"
"Add New Page",﻿"새 페이지 추가"
"Save Page",﻿"저장"
"Delete Page",﻿"페이지 삭제"
"Edit Page '%1'",﻿"페이지 편집 '%1'"
"New Page",﻿"새 페이지"
"Content Heading",﻿"콘텐츠 헤더"
"Page Layout",﻿"페이지 레이아웃"
Layout,﻿"레이아웃"
"Layout Update XML",﻿"레이아웃 XML 업데이트"
"Custom Design From",﻿"사용자 지정 디자인 적용 시작 날짜"
"Custom Design To",﻿"맞춤 디자인 신청 종료일"
"Custom Theme",﻿"사용자 지정 테마"
"Custom Layout",﻿"사용자 지정 레이아웃"
"Custom Layout Update XML",﻿"사용자 지정 레이아웃 업데이트 XML"
Design,﻿"디자인"
"Page Information",﻿"페이지 정보"
"Page Title",﻿"페이지 제목"
"URL Key",﻿"URL 키"
"Relative to Web Site Base URL",﻿"웹 사이트 기반 URL과 관련"
"Page Status",﻿"페이지 상태"
"Meta Data",﻿"메타 데이터"
Keywords,﻿"키워드"
"Meta Keywords",﻿"메타 키워드"
"Meta Description",﻿"메타 설명"
Created,﻿"만든 날짜"
Modified,﻿"업데이트 날짜"
Preview,﻿"미리 보기"
"Media Storage",﻿"미디어 상점"
"Create Folder...",﻿"폴더를 만들 ..."
"Delete Folder",﻿"폴더를 삭제"
"Delete File",﻿"파일을 삭제"
"Insert File",﻿"파일 삽입"
"New Folder Name:",﻿"새 폴더 이름:"
"Are you sure you want to delete this folder?",﻿"정말이 폴더를 삭제 하 시겠습니까?"
"Are you sure you want to delete this file?",﻿"정말로이 파일을 삭제 하 시겠습니까?"
"Images (%1)",﻿"이미지 (%1)"
"Storage Root",﻿"상점 루트"
"Please select item(s).",﻿"항목을 선택 해 라."
"The block has been deleted.",﻿"블록을 삭제 했습니다."
"We can't find a block to delete.",﻿"제거 하는 블록을 찾을 수 없습니다."
"This block no longer exists.",﻿"이 구획은 존재 하지 않습니다."
"Edit Block",﻿"블록 편집"
Blocks,﻿"블록"
"The block has been saved.",﻿"블록을 저장 했습니다."
"The page has been deleted.",﻿"페이지를 삭제 했습니다."
"We can't find a page to delete.",﻿"삭제할 페이지를 찾을 수 없습니다."
"This page no longer exists.",﻿"이 페이지는 존재 하지 않습니다."
"Edit Page",﻿"페이지 편집"
Pages,﻿"페이지"
"The page has been saved.",﻿"페이지를 저장 했습니다."
"Something went wrong while saving the page.",﻿"저장 하는 동안 문제가 발생 했습니다."
"The directory %1 is not writable by server.",﻿"사전 %1 서버에서 쓸 수 없습니다."
"Make sure that static block content does not reference the block itself.",﻿"정적 블록 콘텐츠가 차단 언급 하지 않도록 조심 하십시오."
"CMS Block with id ""%1"" does not exist.",﻿" id ""%1""의 CMS 블록은 존재 하지 않습니다. "
"Enabled by Default",﻿"기본적으로 사용"
"Disabled by Default",﻿"기본적으로"
"Disabled Completely",﻿"완전히 비활성화 하기"
"CMS Page with id ""%1"" does not exist.",﻿"id ""%1""의 CMS 페이지는 존재 하지 않습니다. "
"A block identifier with the same properties already exists in the selected store.",﻿"선택한 상점는 블록 식별자 블록이 존재 합니다."
"The page URL key contains capital letters or disallowed symbols.",﻿"URL 키를 사용할 수 없는 문자가 포함 되어 있습니다."
"The page URL key cannot be made of only numbers.",﻿"페이지 URL 키는 숫자로만 만들 수 없습니다."
"Please correct the folder name. Use only letters, numbers, underscores and dashes.","폴더 이름을 수정 하십시오. 문자, 숫자, 밑줄만 사용 하십시오."
"We found a directory with the same name. Please try another folder name.",﻿"동일한 이름의 사전을 발견 했습니다. 다른 이름을 사용해보십시오."
"We cannot create a new directory.",﻿"새 사전을 만들 수 없습니다."
"We cannot delete directory %1.",﻿"사전 %1 삭제할 수 없습니다."
"We can't upload the file right now.",﻿"현재 파일을 업로드할 수 없습니다."
"We can't delete root directory %1 right now.",﻿"현재 루트 %1 디렉터리를 삭제할 수 없습니다."
"Directory %1 is not under storage root path.",﻿"디렉토리 %1 상점 루트 경로 아래에 있지 않습니다."
"No files found",﻿"파일을 찾을 수 없습니다"
Block,﻿"블록"
to,﻿"종료"
"We could not detect a size.",﻿"크기가 알려지지 않았다."
"Anchor Custom Text",﻿"앵커 커스텀 텍스트"
"CMS Home Page",﻿"CMS 홈페이지"
"CMS No Route Page",﻿"CMS 오류 페이지"
"CMS No Cookies Page",﻿"Cookie 사용 안 시 페이지"
"Show Breadcrumbs for CMS Pages",﻿"CMS 페이지에 빵 부스러기를 표시할"
"Browser Capabilities Detection",﻿"브라우저 호환성 검색"
"Redirect to CMS-page if Cookies are Disabled",﻿"Cookie를 사용 하지 않는 경우에는 CMS 페이지에 리디렉션 한다."
"Show Notice if JavaScript is Disabled",﻿"JavaScript를 사용 하지 않는 경우 경고를 표시 합니다."
"Show Notice if Local Storage is Disabled",﻿"로컬 상점를 사용할 경우 경고를 표시 합니다."
"Content Management",﻿"콘텐츠 관리"
"WYSIWYG Options",﻿"WYSIWYG 옵션"
"Enable WYSIWYG Editor",﻿"WYSIWYG 편집기를 사용 하는"
"CMS Page Link",﻿"CMS 페이지 링크"
"Link to a CMS Page",﻿"CMS 페이지에 연결"
"CMS Page",﻿"CMS 페이지"
"If empty, the Page Title will be used","비어 있는 경우에는 페이지 제목이 사용 됩니다 "
"CMS Static Block",﻿"정적 블록"
"Contents of a Static Block",﻿"정적 블록 콘텐츠"
"CMS Static Block Default Template",﻿"정적 블록 기본 템플릿"
from,﻿"시작"
Select...,﻿"선택..."
MM/dd/YYYY,﻿"MM/dd/YYYY"
"Are you sure you want to perform this action?",﻿"정말이 작업을 수행 하 시겠습니까?"
20,﻿"20"
30,﻿"30"
50,﻿"50"
100,﻿"100"
200,﻿"200"
Published,﻿"공개 되었습니다"
"Delete selected items?",﻿"선택한 항목을 삭제 하 시겠습니까?"
"Custom design from",﻿"사용자 지정 디자인 전"
"Custom design to",﻿"사용자 지정 디자인 대상"
"Are you sure?",﻿"계속 하 시겠습니까?"
"Images (.gif, .jpg, .png)","이미지（.gif, .jpg, .png）"
